Company Name,Channel Type,Cover Type,Duration_bucket,Value
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 6 months to 12 months,1.1
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,13.5
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 2 months to 6 months,5.6
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Accident,> 12 months,3.4
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,0-2 weeks,44.7
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 6 months to 12 months,2.6
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,22.4
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 2 months to 6 months,25.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Death,> 12 months,5.3
Swiss Re Life & Health Australia Limited,Individual Non-Advised,DII,0-2 weeks,12.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,DII,> 6 months to 12 months,20.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,48.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,DII,> 2 months to 6 months,16.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,DII,> 12 months,4.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,0-2 weeks,96.8
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,2.6
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.3
Swiss Re Life & Health Australia Limited,Individual Non-Advised,Funeral,> 12 months,0.3
TAL Life Limited,Individual Non-Advised,Death,0-2 weeks,45.6
TAL Life Limited,Individual Non-Advised,Death,> 6 months to 12 months,7.2
TAL Life Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,27.6
TAL Life Limited,Individual Non-Advised,Death,> 2 months to 6 months,14.4
TAL Life Limited,Individual Non-Advised,Death,> 12 months,5.2
TAL Life Limited,Individual Non-Advised,DII,0-2 weeks,43.7
TAL Life Limited,Individual Non-Advised,DII,> 6 months to 12 months,2.2
TAL Life Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,36.2
TAL Life Limited,Individual Non-Advised,DII,> 2 months to 6 months,17.6
TAL Life Limited,Individual Non-Advised,DII,> 12 months,0.4
TAL Life Limited,Individual Non-Advised,Funeral,0-2 weeks,93.5
TAL Life Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.1
TAL Life Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,5.9
TAL Life Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.5
TAL Life Limited,Individual Non-Advised,Funeral,> 12 months,0.0
TAL Life Limited,Individual Advised,Death,0-2 weeks,63.4
TAL Life Limited,Individual Advised,Death,> 6 months to 12 months,0.7
TAL Life Limited,Individual Advised,Death,> 2 weeks to 2 months,27.6
TAL Life Limited,Individual Advised,Death,> 2 months to 6 months,7.7
TAL Life Limited,Individual Advised,Death,> 12 months,0.5
TAL Life Limited,Individual Advised,DII,0-2 weeks,63.3
TAL Life Limited,Individual Advised,DII,> 6 months to 12 months,1.2
TAL Life Limited,Individual Advised,DII,> 2 weeks to 2 months,28.4
TAL Life Limited,Individual Advised,DII,> 2 months to 6 months,6.5
TAL Life Limited,Individual Advised,DII,> 12 months,0.7
TAL Life Limited,Individual Advised,TPD,0-2 weeks,9.9
TAL Life Limited,Individual Advised,TPD,> 6 months to 12 months,36.0
TAL Life Limited,Individual Advised,TPD,> 2 weeks to 2 months,12.6
TAL Life Limited,Individual Advised,TPD,> 2 months to 6 months,31.5
TAL Life Limited,Individual Advised,TPD,> 12 months,9.9
TAL Life Limited,Individual Advised,Trauma,0-2 weeks,56.2
TAL Life Limited,Individual Advised,Trauma,> 6 months to 12 months,0.3
TAL Life Limited,Individual Advised,Trauma,> 2 weeks to 2 months,31.6
TAL Life Limited,Individual Advised,Trauma,> 2 months to 6 months,11.9
TAL Life Limited,Individual Advised,Trauma,> 12 months,0.0
TAL Life Limited,Group Super,Death,0-2 weeks,75.1
TAL Life Limited,Group Super,Death,> 6 months to 12 months,0.9
TAL Life Limited,Group Super,Death,> 2 weeks to 2 months,18.7
TAL Life Limited,Group Super,Death,> 2 months to 6 months,5.0
TAL Life Limited,Group Super,Death,> 12 months,0.2
TAL Life Limited,Group Super,DII,0-2 weeks,30.2
TAL Life Limited,Group Super,DII,> 6 months to 12 months,4.9
TAL Life Limited,Group Super,DII,> 2 weeks to 2 months,46.5
TAL Life Limited,Group Super,DII,> 2 months to 6 months,16.8
TAL Life Limited,Group Super,DII,> 12 months,1.6
TAL Life Limited,Group Super,TPD,0-2 weeks,18.1
TAL Life Limited,Group Super,TPD,> 6 months to 12 months,14.8
TAL Life Limited,Group Super,TPD,> 2 weeks to 2 months,25.1
TAL Life Limited,Group Super,TPD,> 2 months to 6 months,35.7
TAL Life Limited,Group Super,TPD,> 12 months,6.3
TAL Life Limited,Group Ordinary,DII,0-2 weeks,45.3
TAL Life Limited,Group Ordinary,DII,> 6 months to 12 months,3.8
TAL Life Limited,Group Ordinary,DII,> 2 weeks to 2 months,43.4
TAL Life Limited,Group Ordinary,DII,> 2 months to 6 months,5.7
TAL Life Limited,Group Ordinary,DII,> 12 months,1.9
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,0-2 weeks,21.5
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 6 months to 12 months,10.7
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,34.7
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 2 months to 6 months,26.4
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Accident,> 12 months,6.6
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,0-2 weeks,48.3
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 6 months to 12 months,1.7
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,38.5
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 2 months to 6 months,8.8
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,CCI,> 12 months,2.7
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,0-2 weeks,47.8
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 6 months to 12 months,13.0
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,17.4
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 2 months to 6 months,17.4
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,Death,> 12 months,4.3
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,DII,0-2 weeks,0.0
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,DII,> 6 months to 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,0.0
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,DII,> 2 months to 6 months,0.0
The Colonial Mutual Life Assurance Society Limited,Individual Non-Advised,DII,> 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,0-2 weeks,69.9
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 6 months to 12 months,2.8
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 2 weeks to 2 months,16.9
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 2 months to 6 months,9.0
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Death,> 12 months,1.4
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,0-2 weeks,69.1
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 6 months to 12 months,0.9
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 2 weeks to 2 months,23.8
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 2 months to 6 months,5.0
The Colonial Mutual Life Assurance Society Limited,Individual Advised,DII,> 12 months,1.1
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,0-2 weeks,7.7
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 6 months to 12 months,9.9
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 2 weeks to 2 months,23.1
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 2 months to 6 months,46.2
The Colonial Mutual Life Assurance Society Limited,Individual Advised,TPD,> 12 months,13.2
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,0-2 weeks,49.0
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 6 months to 12 months,5.9
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 2 weeks to 2 months,24.5
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 2 months to 6 months,18.8
The Colonial Mutual Life Assurance Society Limited,Individual Advised,Trauma,> 12 months,1.7
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,0-2 weeks,69.4
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 6 months to 12 months,3.7
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 2 weeks to 2 months,17.4
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 2 months to 6 months,7.4
The Colonial Mutual Life Assurance Society Limited,Group Super,Death,> 12 months,2.0
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,0-2 weeks,17.5
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 6 months to 12 months,6.2
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 2 weeks to 2 months,42.9
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 2 months to 6 months,31.9
The Colonial Mutual Life Assurance Society Limited,Group Super,DII,> 12 months,1.4
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,0-2 weeks,30.0
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 6 months to 12 months,10.5
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 2 weeks to 2 months,29.5
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 2 months to 6 months,26.2
The Colonial Mutual Life Assurance Society Limited,Group Super,TPD,> 12 months,3.8
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,Death,0-2 weeks,93.2
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,Death,> 6 months to 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,Death,> 2 weeks to 2 months,5.5
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,Death,> 2 months to 6 months,1.4
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,Death,> 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,0-2 weeks,38.7
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 6 months to 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 2 weeks to 2 months,53.8
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 2 months to 6 months,7.5
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,DII,> 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,TPD,0-2 weeks,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,TPD,> 6 months to 12 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,TPD,> 2 weeks to 2 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,TPD,> 2 months to 6 months,0.0
The Colonial Mutual Life Assurance Society Limited,Group Ordinary,TPD,> 12 months,0.0
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,0-2 weeks,13.2
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 6 months to 12 months,19.7
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,46.1
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 2 months to 6 months,17.1
Westpac Life Insurance Services Limited,Individual Non-Advised,Accident,> 12 months,3.9
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,0-2 weeks,71.8
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 6 months to 12 months,2.9
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,14.6
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 2 months to 6 months,9.7
Westpac Life Insurance Services Limited,Individual Non-Advised,CCI,> 12 months,1.0
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,0-2 weeks,38.9
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 6 months to 12 months,5.3
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,22.1
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 2 months to 6 months,28.4
Westpac Life Insurance Services Limited,Individual Non-Advised,Death,> 12 months,5.3
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,0-2 weeks,88.4
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.5
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,8.0
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,2.9
Westpac Life Insurance Services Limited,Individual Non-Advised,Funeral,> 12 months,0.2
Westpac Life Insurance Services Limited,Individual Advised,Death,0-2 weeks,56.6
Westpac Life Insurance Services Limited,Individual Advised,Death,> 6 months to 12 months,2.3
Westpac Life Insurance Services Limited,Individual Advised,Death,> 2 weeks to 2 months,26.2
Westpac Life Insurance Services Limited,Individual Advised,Death,> 2 months to 6 months,14.1
Westpac Life Insurance Services Limited,Individual Advised,Death,> 12 months,0.8
Westpac Life Insurance Services Limited,Individual Advised,DII,0-2 weeks,55.0
Westpac Life Insurance Services Limited,Individual Advised,DII,> 6 months to 12 months,3.7
Westpac Life Insurance Services Limited,Individual Advised,DII,> 2 weeks to 2 months,31.8
Westpac Life Insurance Services Limited,Individual Advised,DII,> 2 months to 6 months,8.4
Westpac Life Insurance Services Limited,Individual Advised,DII,> 12 months,1.1
Westpac Life Insurance Services Limited,Individual Advised,TPD,0-2 weeks,11.0
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 6 months to 12 months,24.6
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 2 weeks to 2 months,16.1
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 2 months to 6 months,26.3
Westpac Life Insurance Services Limited,Individual Advised,TPD,> 12 months,22.0
Westpac Life Insurance Services Limited,Individual Advised,Trauma,0-2 weeks,62.7
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 6 months to 12 months,1.9
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 2 weeks to 2 months,23.8
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 2 months to 6 months,10.0
Westpac Life Insurance Services Limited,Individual Advised,Trauma,> 12 months,1.7
Westpac Life Insurance Services Limited,Group Super,Death,0-2 weeks,75.9
Westpac Life Insurance Services Limited,Group Super,Death,> 6 months to 12 months,3.7
Westpac Life Insurance Services Limited,Group Super,Death,> 2 weeks to 2 months,10.3
Westpac Life Insurance Services Limited,Group Super,Death,> 2 months to 6 months,7.9
Westpac Life Insurance Services Limited,Group Super,Death,> 12 months,2.2
Westpac Life Insurance Services Limited,Group Super,DII,0-2 weeks,55.1
Westpac Life Insurance Services Limited,Group Super,DII,> 6 months to 12 months,2.8
Westpac Life Insurance Services Limited,Group Super,DII,> 2 weeks to 2 months,33.3
Westpac Life Insurance Services Limited,Group Super,DII,> 2 months to 6 months,8.8
Westpac Life Insurance Services Limited,Group Super,DII,> 12 months,0.0
Westpac Life Insurance Services Limited,Group Super,TPD,0-2 weeks,11.5
Westpac Life Insurance Services Limited,Group Super,TPD,> 6 months to 12 months,20.9
Westpac Life Insurance Services Limited,Group Super,TPD,> 2 weeks to 2 months,13.2
Westpac Life Insurance Services Limited,Group Super,TPD,> 2 months to 6 months,43.3
Westpac Life Insurance Services Limited,Group Super,TPD,> 12 months,11.1
Zurich Australia Limited,Individual Advised,Death,0-2 weeks,49.7
Zurich Australia Limited,Individual Advised,Death,> 6 months to 12 months,1.7
Zurich Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,34.7
Zurich Australia Limited,Individual Advised,Death,> 2 months to 6 months,13.9
Zurich Australia Limited,Individual Advised,Death,> 12 months,0.0
Zurich Australia Limited,Individual Advised,DII,0-2 weeks,57.3
Zurich Australia Limited,Individual Advised,DII,> 6 months to 12 months,2.7
Zurich Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,31.3
Zurich Australia Limited,Individual Advised,DII,> 2 months to 6 months,8.3
Zurich Australia Limited,Individual Advised,DII,> 12 months,0.4
Zurich Australia Limited,Individual Advised,TPD,0-2 weeks,21.4
Zurich Australia Limited,Individual Advised,TPD,> 6 months to 12 months,21.4
Zurich Australia Limited,Individual Advised,TPD,> 2 weeks to 2 months,20.5
Zurich Australia Limited,Individual Advised,TPD,> 2 months to 6 months,29.5
Zurich Australia Limited,Individual Advised,TPD,> 12 months,7.1
Zurich Australia Limited,Individual Advised,Trauma,0-2 weeks,53.9
Zurich Australia Limited,Individual Advised,Trauma,> 6 months to 12 months,2.6
Zurich Australia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,35.9
Zurich Australia Limited,Individual Advised,Trauma,> 2 months to 6 months,7.6
Zurich Australia Limited,Individual Advised,Trauma,> 12 months,0.0
Zurich Australia Limited,Group Super,Death,0-2 weeks,0.0
Zurich Australia Limited,Group Super,Death,> 6 months to 12 months,0.0
Zurich Australia Limited,Group Super,Death,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Group Super,Death,> 2 months to 6 months,0.0
Zurich Australia Limited,Group Super,Death,> 12 months,0.0
Zurich Australia Limited,Group Super,DII,0-2 weeks,0.0
Zurich Australia Limited,Group Super,DII,> 6 months to 12 months,0.0
Zurich Australia Limited,Group Super,DII,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Group Super,DII,> 2 months to 6 months,0.0
Zurich Australia Limited,Group Super,DII,> 12 months,0.0
Zurich Australia Limited,Group Ordinary,Death,0-2 weeks,0.0
Zurich Australia Limited,Group Ordinary,Death,> 6 months to 12 months,0.0
Zurich Australia Limited,Group Ordinary,Death,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Group Ordinary,Death,> 2 months to 6 months,0.0
Zurich Australia Limited,Group Ordinary,Death,> 12 months,0.0
Zurich Australia Limited,Group Ordinary,TPD,0-2 weeks,0.0
Zurich Australia Limited,Group Ordinary,TPD,> 6 months to 12 months,0.0
Zurich Australia Limited,Group Ordinary,TPD,> 2 weeks to 2 months,0.0
Zurich Australia Limited,Group Ordinary,TPD,> 2 months to 6 months,0.0
Zurich Australia Limited,Group Ordinary,TPD,> 12 months,0.0
AIA Australia Limited,Individual Non-Advised,Funeral,0-2 weeks,96.8
AIA Australia Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
AIA Australia Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,3.2
AIA Australia Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.0
AIA Australia Limited,Individual Non-Advised,Funeral,> 12 months,0.0
AIA Australia Limited,Individual Advised,Death,0-2 weeks,22.8
AIA Australia Limited,Individual Advised,Death,> 6 months to 12 months,3.9
AIA Australia Limited,Individual Advised,Death,> 2 weeks to 2 months,54.4
AIA Australia Limited,Individual Advised,Death,> 2 months to 6 months,17.2
AIA Australia Limited,Individual Advised,Death,> 12 months,1.7
AIA Australia Limited,Individual Advised,DII,0-2 weeks,27.5
AIA Australia Limited,Individual Advised,DII,> 6 months to 12 months,4.0
AIA Australia Limited,Individual Advised,DII,> 2 weeks to 2 months,55.5
AIA Australia Limited,Individual Advised,DII,> 2 months to 6 months,11.7
AIA Australia Limited,Individual Advised,DII,> 12 months,1.4
AIA Australia Limited,Individual Advised,TPD,0-2 weeks,6.9
AIA Australia Limited,Individual Advised,TPD,> 6 months to 12 months,19.0
AIA Australia Limited,Individual Advised,TPD,> 2 weeks to 2 months,10.3
AIA Australia Limited,Individual Advised,TPD,> 2 months to 6 months,27.6
AIA Australia Limited,Individual Advised,TPD,> 12 months,36.2
AIA Australia Limited,Individual Advised,Trauma,0-2 weeks,23.8
AIA Australia Limited,Individual Advised,Trauma,> 6 months to 12 months,3.5
AIA Australia Limited,Individual Advised,Trauma,> 2 weeks to 2 months,52.9
AIA Australia Limited,Individual Advised,Trauma,> 2 months to 6 months,18.7
AIA Australia Limited,Individual Advised,Trauma,> 12 months,1.1
AIA Australia Limited,Group Super,Death,0-2 weeks,81.4
AIA Australia Limited,Group Super,Death,> 6 months to 12 months,0.6
AIA Australia Limited,Group Super,Death,> 2 weeks to 2 months,14.2
AIA Australia Limited,Group Super,Death,> 2 months to 6 months,3.7
AIA Australia Limited,Group Super,Death,> 12 months,0.2
AIA Australia Limited,Group Super,DII,0-2 weeks,10.5
AIA Australia Limited,Group Super,DII,> 6 months to 12 months,7.5
AIA Australia Limited,Group Super,DII,> 2 weeks to 2 months,57.8
AIA Australia Limited,Group Super,DII,> 2 months to 6 months,23.0
AIA Australia Limited,Group Super,DII,> 12 months,1.2
AIA Australia Limited,Group Super,TPD,0-2 weeks,4.2
AIA Australia Limited,Group Super,TPD,> 6 months to 12 months,25.4
AIA Australia Limited,Group Super,TPD,> 2 weeks to 2 months,13.1
AIA Australia Limited,Group Super,TPD,> 2 months to 6 months,47.4
AIA Australia Limited,Group Super,TPD,> 12 months,9.9
AIA Australia Limited,Group Ordinary,DII,0-2 weeks,27.9
AIA Australia Limited,Group Ordinary,DII,> 6 months to 12 months,5.0
AIA Australia Limited,Group Ordinary,DII,> 2 weeks to 2 months,41.3
AIA Australia Limited,Group Ordinary,DII,> 2 months to 6 months,24.6
AIA Australia Limited,Group Ordinary,DII,> 12 months,1.3
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,0-2 weeks,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 2 months to 6 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,Accident,> 12 months,0.0
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,0-2 weeks,6.3
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 6 months to 12 months,6.3
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 2 weeks to 2 months,40.5
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 2 months to 6 months,46.8
Allianz Australia Life Insurance Limited,Individual Non-Advised,CCI,> 12 months,0.0
Asteron Life & Superannuation Limited,Individual Non-Advised,Accident,0-2 weeks,72.4
Asteron Life & Superannuation Limited,Individual Non-Advised,Accident,> 6 months to 12 months,0.0
Asteron Life & Superannuation Limited,Individual Non-Advised,Accident,> 2 weeks to 2 months,22.4
Asteron Life & Superannuation Limited,Individual Non-Advised,Accident,> 2 months to 6 months,5.1
Asteron Life & Superannuation Limited,Individual Non-Advised,Accident,> 12 months,0.0
Asteron Life & Superannuation Limited,Individual Non-Advised,Death,0-2 weeks,33.9
Asteron Life & Superannuation Limited,Individual Non-Advised,Death,> 6 months to 12 months,5.4
Asteron Life & Superannuation Limited,Individual Non-Advised,Death,> 2 weeks to 2 months,33.9
Asteron Life & Superannuation Limited,Individual Non-Advised,Death,> 2 months to 6 months,24.1
Asteron Life & Superannuation Limited,Individual Non-Advised,Death,> 12 months,2.7
Asteron Life & Superannuation Limited,Individual Non-Advised,DII,0-2 weeks,45.2
Asteron Life & Superannuation Limited,Individual Non-Advised,DII,> 6 months to 12 months,0.5
Asteron Life & Superannuation Limited,Individual Non-Advised,DII,> 2 weeks to 2 months,44.1
Asteron Life & Superannuation Limited,Individual Non-Advised,DII,> 2 months to 6 months,9.7
Asteron Life & Superannuation Limited,Individual Non-Advised,DII,> 12 months,0.5
Asteron Life & Superannuation Limited,Individual Non-Advised,Funeral,0-2 weeks,93.5
Asteron Life & Superannuation Limited,Individual Non-Advised,Funeral,> 6 months to 12 months,0.0
Asteron Life & Superannuation Limited,Individual Non-Advised,Funeral,> 2 weeks to 2 months,5.7
Asteron Life & Superannuation Limited,Individual Non-Advised,Funeral,> 2 months to 6 months,0.8
Asteron Life & Superannuation Limited,Individual Non-Advised,Funeral,> 12 months,0.0
Asteron Life & Superannuation Limited,Individual Advised,Death,0-2 weeks,33.5
Asteron Life & Superannuation Limited,Individual Advised,Death,> 6 months to 12 months,7.0
Asteron Life & Superannuation Limited,Individual Advised,Death,> 2 weeks to 2 months,40.9
Asteron Life & Superannuation Limited,Individual Advised,Death,> 2 months to 6 months,18.3
Asteron Life & Superannuation Limited,Individual Advised,Death,> 12 months,0.4
Asteron Life & Superannuation Limited,Individual Advised,DII,0-2 weeks,52.3
Asteron Life & Superannuation Limited,Individual Advised,DII,> 6 months to 12 months,1.6
Asteron Life & Superannuation Limited,Individual Advised,DII,> 2 weeks to 2 months,39.1
Asteron Life & Superannuation Limited,Individual Advised,DII,> 2 months to 6 months,6.8
Asteron Life & Superannuation Limited,Individual Advised,DII,> 12 months,0.1
Asteron Life & Superannuation Limited,Individual Advised,TPD,0-2 weeks,10.6
Asteron Life & Superannuation Limited,Individual Advised,TPD,> 6 months to 12 months,21.1
Asteron Life & Superannuation Limited,Individual Advised,TPD,> 2 weeks to 2 months,18.7
Asteron Life & Superannuation Limited,Individual Advised,TPD,> 2 months to 6 months,38.2
Asteron Life & Superannuation Limited,Individual Advised,TPD,> 12 months,11.4
Asteron Life & Superannuation Limited,Individual Advised,Trauma,0-2 weeks,38.6
Asteron Life & Superannuation Limited,Individual Advised,Trauma,> 6 months to 12 months,1.7
Asteron Life & Superannuation Limited,Individual Advised,Trauma,> 2 weeks to 2 months,46.9
Asteron Life & Superannuation Limited,Individual Advised,Trauma,> 2 months to 6 months,12.3
Asteron Life & Superannuation Limited,Individual Advised,Trauma,> 12 months,0.5
Asteron Life & Superannuation Limited,Group Super,Death,0-2 weeks,42.2
Asteron Life & Superannuation Limited,Group Super,Death,> 6 months to 12 months,5.9
Asteron Life & Superannuation Limited,Group Super,Death,> 2 weeks to 2 months,44.1
Asteron Life & Superannuation Limited,Group Super,Death,> 2 months to 6 months,6.9
Asteron Life & Superannuation Limited,Group Super,Death,> 12 months,1.0
Asteron Life & Superannuation Limited,Group Super,DII,0-2 weeks,34.1
Asteron Life & Superannuation Limited,Group Super,DII,> 6 months to 12 months,1.2
Asteron Life & Superannuation Limited,Group Super,DII,> 2 weeks to 2 months,52.9
Asteron Life & Superannuation Limited,Group Super,DII,> 2 months to 6 months,11.8
Asteron Life & Superannuation Limited,Group Super,DII,> 12 months,0.0
Asteron Life & Superannuation Limited,Group Super,TPD,0-2 weeks,7.5
Asteron Life & Superannuation Limited,Group Super,TPD,> 6 months to 12 months,24.1
Asteron Life & Superannuation Limited,Group Super,TPD,> 2 weeks to 2 months,26.4
Asteron Life & Superannuation Limited,Group Super,TPD,> 2 months to 6 months,33.3
Asteron Life & Superannuation Limited,Group Super,TPD,> 12 months,8.6
Asteron Life & Superannuation Limited,Group Ordinary,Death,0-2 weeks,0.0
Asteron Life & Superannuation Limited,Group Ordinary,Death,> 6 months to 12 months,0.0
Asteron Life & Superannuation Limited,Group Ordinary,Death,> 2 weeks to 2 months,0.0
